Time	Channel A	Channel B	Channel C	Channel D
(us)	(V)	(V)	(V)	(V)

45.72799885	-0.05520798	0.06265450	0.14154480	-0.16183960
45.73599885	-0.05832087	0.06375317	0.13077180	-0.16296880
45.74399884	-0.04834132	0.06918546	0.13373210	-0.16284680
45.75199884	-0.03360088	0.06646931	0.14029360	-0.16434220
45.75999884	-0.03534044	0.07931761	0.12555310	-0.15439310
45.76799884	-0.01013215	0.08462783	0.11478010	-0.16309090
45.77599884	-0.01126133	0.09533982	0.11899170	-0.18543050
45.78399884	-0.01138340	0.09274575	0.10672320	-0.18271430
45.79199884	0.00546281	0.07806635	0.08606219	-0.16483050
45.79999884	-0.00125126	0.08832057	0.08120976	-0.17450480
45.80799884	0.00122074	0.08658101	0.07492294	-0.17835020
45.81599884	0.00509659	0.08633687	0.06537065	-0.16568500
45.82399884	0.00598163	0.08487198	0.05459761	-0.16171760
45.83199884	-0.00524918	0.07846308	0.07242043	-0.15466780
45.83999884	-0.00589007	0.08450575	0.06176946	-0.16061890
45.84799884	0.00097659	0.08349864	0.05151524	-0.14535970
45.85599884	-0.00799585	0.07943968	0.07181005	-0.13827940
45.86399884	-0.01837214	0.06488235	0.07266457	-0.12723170
45.87199884	-0.02285836	0.06537065	0.08233894	-0.11108740
45.87999884	-0.02609333	0.07562487	0.07962279	-0.11209450
45.88799884	-0.03546251	0.06179998	0.10003970	-0.10278630
45.89599884	-0.02273629	0.06030457	0.10797450	-0.09756768
45.90399884	-0.02160710	0.05822932	0.10635700	-0.08539079
45.91199884	-0.01800592	0.06228828	0.12332530	-0.08899197
45.91999884	-0.01663259	0.05810724	0.12295910	-0.09408856
45.92799884	0.00222785	0.05267495	0.10388500	-0.08874783
45.93599884	0.01483200	0.04278695	0.11874750	-0.08713035
45.94399884	0.01397748	0.05069124	0.10760830	-0.09396649
45.95199884	0.02456740	0.03921628	0.10513630	-0.09991760
45.95999884	0.03595080	0.04043702	0.09262367	-0.09805597
45.96799884	0.04568621	0.03305155	0.09781183	-0.10489210
45.97599884	0.06189154	0.03994873	0.08618427	-0.09582812
45.98399884	0.05316325	0.04205450	0.06711020	-0.07486191
45.99199884	0.05792413	0.03167821	0.08047731	-0.08725242
45.99999884	0.05978576	0.02267525	0.08072146	-0.09186071
46.00799884	0.07013153	0.02639851	0.07031465	-0.08093509
46.01599884	0.05267495	0.02368236	0.07318339	-0.06082339
46.02399884	0.04730369	0.01046785	0.08581805	-0.07025361
46.03199884	0.03842280	-0.00112919	0.08233894	-0.05835139
46.03999884	0.04379406	0.00665304	0.07727286	-0.02978607
46.04799884	0.02221747	-0.01370281	0.09894101	-0.04629658
46.05599884	0.01696829	-0.01568651	0.11713000	-0.02880947
46.06399884	0.01010163	-0.02456740	0.10202340	-0.02484207
46.07199884	0.01159703	-0.02566607	0.12320320	-0.01675466
46.07999884	0.00796533	-0.03393658	0.13757740	-0.01800592
46.08799884	-0.00674459	-0.03726310	0.12344740	-0.01849422
46.09599883	-0.00177007	-0.03863643	0.12146370	0.00296030
46.10399883	-0.00213630	-0.03726310	0.13867610	-0.02261421
46.11199883	0.01495407	-0.05023347	0.12741480	-0.02047792
46.11999883	0.01272622	-0.04898221	0.12591940	-0.01901303
46.12799883	0.00946074	-0.05084383	0.12421030	-0.02807703
46.13599883	0.02319407	-0.04626606	0.13547170	-0.02768029
46.14399883	0.03018280	-0.03393658	0.09805597	-0.02496414
46.15199883	0.03006073	-0.03628651	0.10513630	-0.02346873
46.15999883	0.02294992	-0.02063051	0.10995820	-0.03750725
46.16799883	0.03033540	-0.02603229	0.08606219	-0.01974548
46.17599883	0.02783288	-0.02801599	0.08951079	-0.02285836
46.18399883	0.02133244	-0.01641896	0.09707938	-0.03314310
46.19199883	0.02157659	-0.01507614	0.09436323	-0.02832118
46.19999883	0.00161748	-0.02148503	0.08618427	-0.00708029
46.20799883	-0.00302133	-0.01815851	0.08529923	-0.00808741
46.21599883	-0.00274667	-0.01431318	0.10412920	-0.00460830
46.22399883	-0.02035585	-0.01654103	0.08542131	0.00097659
46.23199883	-0.01922666	-0.02838221	0.09448531	-0.00149541
46.23999883	-0.01950133	-0.03997925	0.11923580	0.00061037
46.24799883	-0.03198340	-0.05233924	0.09830012	-0.00186163
46.25599883	-0.02883999	-0.03283792	0.10327460	-0.00112919
46.26399883	-0.02923673	-0.03579821	0.09781183	-0.01861629
46.27199883	-0.02636799	-0.04702902	0.11355940	-0.01452681
46.27999883	-0.02487259	-0.04232917	0.07962279	-0.00585955
46.28799883	-0.01812799	-0.02801599	0.07379375	-0.02322458
46.29599883	-0.01312296	-0.02136296	0.08172857	-0.04766991
46.30399883	-0.01748710	-0.02395703	0.06115909	-0.05276650
46.31199883	-0.00524918	-0.02789392	0.04159673	-0.05883969
46.31999883	-0.00875881	-0.01049837	0.03402814	-0.06344798
46.32799883	-0.00988800	0.00268563	-0.00347911	-0.07660146
46.33599883	0.00024415	0.00665304	-0.02453688	-0.05822932
46.34399883	-0.00851466	0.00689718	-0.03122044	-0.05584887
46.35199883	-0.00439467	0.00750755	-0.03668325	-0.06369213
46.35999883	-0.00811792	0.01553392	-0.05203406	-0.07248146
46.36799883	-0.01211585	0.01144444	-0.07977539	-0.06863613
46.37599883	-0.02285836	-0.00112919	-0.08346812	-0.04467910
46.38399883	-0.02786340	-0.01358074	-0.08435316	-0.03427229
46.39199883	-0.02636799	-0.00469985	-0.08001953	-0.01464888
46.39999883	-0.04309214	-0.00088504	-0.07654043	-0.00173956
46.40799883	-0.05432295	-0.02050844	-0.06997894	0.01275674
46.41599883	-0.05246132	-0.03085421	-0.06491287	0.03424177
46.42399883	-0.05880917	-0.02728355	-0.04446547	0.02481155
46.43199883	-0.05343791	-0.02963347	-0.02899258	0.02133244
46.43999883	-0.05206458	-0.03912473	-0.02935881	0.02246162
46.44799882	-0.04895169	-0.03665273	-0.04446547	0.02667318
46.45599882	-0.04245125	-0.04171880	-0.01586962	0.03573718
46.46399882	-0.04406873	-0.02493362	-0.01599170	0.02331614
46.47199882	-0.02899258	-0.02307199	-0.02429273	0.01959288
46.47999882	-0.02124088	-0.03750725	-0.01736503	-0.00958281
46.48799882	-0.01675466	-0.01532029	-0.01959288	-0.02606281
46.49599882	-0.00775170	-0.02185125	-0.04077273	-0.04281747
46.50399882	-0.02172918	-0.00878933	-0.05178991	-0.03750725
46.51199882	0.00122074	-0.01593066	-0.04498428	-0.04431288
46.51999882	-0.00686667	-0.01556444	-0.06021302	-0.04815821
46.52799882	0.00473037	-0.00210578	-0.07977539	-0.03775140
46.53599882	0.00460830	-0.00076296	-0.05612354	-0.04135258
46.54399882	0.00036622	0.01293985	-0.05798517	-0.04455702
46.55199882	0.01260414	-0.00433363	-0.05734428	-0.02993866
46.55999882	-0.00064089	-0.00372326	-0.07593005	-0.02484207
46.56799882	0.00598163	-0.00518815	-0.07010102	-0.01303140
46.57599882	0.00198370	-0.00915555	-0.05746635	-0.01019318
46.58399882	0.02084414	-0.01901303	-0.06775109	0.01275674
46.59199882	0.03530991	-0.04159673	-0.03628651	0.01736503
46.59999882	0.02420118	-0.04528947	-0.02563555	0.01263466
46.60799882	0.04104739	-0.04269540	-0.01303140	0.02752770
46.61599882	0.03469954	-0.05676443	0.01644948	0.02740562
46.62399882	0.05554369	-0.06256294	0.03341777	0.03125095
46.63199882	0.04879910	-0.05417036	0.02288888	0.02319407
46.63999882	0.04419080	-0.05786309	-0.00238044	0.01971496
46.64799882	0.05105747	-0.05380413	0.01361126	-0.00573748
46.65599882	0.04541154	-0.06701864	0.02932829	-0.01590014
46.66399882	0.05166784	-0.06353953	0.01422163	-0.02993866
46.67199882	0.03680532	-0.05011139	0.01608326	-0.04519791
46.67999882	0.02920621	-0.04394665	0.00247200	-0.06515702
46.68799882	0.03006073	-0.03985717	-0.01153600	-0.05771050
46.69599882	0.02484207	-0.03628651	-0.02352977	-0.05227821
46.70399882	0.01284829	-0.03085421	-0.02960295	-0.07834101
46.71199882	0.00860622	-0.03024384	-0.05240028	-0.07101657
46.71999882	0.00497452	-0.04800561	-0.06317332	-0.06430250
46.72799882	-0.00039674	-0.05108798	-0.04818873	-0.06256294
46.73599882	-0.00412000	-0.06183050	-0.03952147	-0.05066073
46.74399882	-0.00326548	-0.05615406	-0.05078280	-0.03488266
46.75199882	-0.00363170	-0.06515702	-0.05166784	-0.00744652
46.75999882	-0.00302133	-0.06823939	-0.03891110	0.00048830
46.76799882	-0.00399793	-0.07663198	-0.03207495	0.01687673
46.77599882	-0.00488296	-0.07193213	-0.02539140	0.03363140
46.78399882	0.00012207	-0.08267464	-0.00659200	0.02468947
46.79199882	0.00521867	-0.08169805	0.00433363	0.02380444
46.79999881	0.01208533	-0.09289834	0.00692770	0.03747673
46.80799881	0.01620533	-0.08304086	0.01867733	0.05868709
46.81599881	0.01507614	-0.07834101	0.03268532	0.05359050
46.82399881	0.02407910	-0.06195258	0.02301096	0.04852443
46.83199881	0.02444533	-0.07181005	0.02810755	0.03994873
46.83999881	0.02096622	-0.05923643	0.04568621	0.03076266
46.84799881	0.02020325	-0.05972472	0.04702902	0.01113926
46.85599881	0.02008118	-0.05761895	0.03305155	-0.00622578
46.86399881	0.01010163	-0.04492325	0.02722251	-0.01116977
46.87199881	0.00299081	-0.05355999	0.01968444	-0.01986755
46.87999881	-0.01287881	-0.05108798	-0.00262459	-0.00521867
46.88799881	-0.01138340	-0.04257332	-0.00683615	-0.00970489
46.89599881	-0.02960295	-0.05404828	-0.00286874	-0.01452681
46.90399881	-0.04147466	-0.05233924	-0.01251259	-0.00833155
46.91199881	-0.04284799	-0.06109805	-0.00894192	-0.01303140
46.91999881	-0.05032502	-0.05084383	-0.00744652	-0.01104770
46.92799881	-0.04846339	-0.06418043	-0.01104770	-0.00112919
46.93599881	-0.07043672	-0.07306131	-0.02960295	0.02258370
46.94399881	-0.06530961	-0.07538072	-0.02514725	0.04342784
46.95199881	-0.05182043	-0.07489242	-0.01834162	0.04217658
46.95999881	-0.05945006	-0.06973480	-0.01239051	0.06775109
46.96799881	-0.05008087	-0.08352916	0.01879940	0.07046724
46.97599881	-0.05270547	-0.07229835	0.02227851	0.05929746
46.98399881	-0.04257332	-0.06195258	0.02871792	0.06985687
46.99199881	-0.03433332	-0.06292917	0.02587970	0.07965331
46.99999881	-0.02810755	-0.05331584	0.03714103	0.07531968
47.00799881	-0.02099673	-0.05786309	0.04580828	0.06439406
47.01599881	-0.02423170	-0.01998962	0.03082369	0.06091494
47.02399881	-0.00936918	-0.03604236	0.02908414	0.06366161
47.03199881	-0.01001007	-0.01925718	0.06674398	0.04998932
47.03999881	-0.01873836	-0.01309244	0.04617450	0.02752770
47.04799881	-0.01773125	-0.02111881	0.04370251	0.00781274
47.05599881	-0.00912503	-0.00283822	0.01571703	0.01214637
47.06399881	-0.01562548	-0.02591021	0.01373333	0.00991852
47.07199881	-0.02948088	-0.02874844	-0.00100711	-0.00646992
47.07999881	-0.02124088	-0.04232917	-0.00595111	0.00854518
47.08799881	-0.03933836	-0.06094546	-0.01919614	-0.00784326
47.09599881	-0.01199377	-0.06268502	0.00024415	0.02331614
47.10399881	-0.02148503	-0.07391583	-0.03271584	-0.00869778
47.11199881	-0.02734458	-0.08182012	-0.00509659	0.03561510
47.11999881	-0.00799585	-0.06997894	-0.01748710	0.04119999
47.12799881	-0.02487259	-0.06207465	-0.01907407	0.05447554
47.13599881	-0.00314341	-0.07022309	-0.01339763	0.07358012
47.14399881	-0.01086459	-0.06726280	-0.00161748	0.07370220
47.15199881	-0.01187170	-0.07242043	0.01348918	0.09863582
47.15999880	-0.00775170	-0.06082339	0.03949095	0.10077210
47.16799880	0.01071200	-0.03961302	0.01956236	0.08102664
47.17599880	0.00024415	-0.05984680	0.05139317	0.09305093
47.18399880	-0.00238044	-0.03308206	0.04208503	0.09790338
47.19199880	-0.00137333	-0.05368206	0.02179022	0.09244057
47.19999880	0.00585955	-0.02383495	0.04495376	0.06750694
47.20799880	-0.00576800	-0.01828059	0.03665273	0.07309183
47.21599880	0.01397748	-0.04208503	0.04086429	0.05969420
47.22399880	-0.01126133	-0.03888058	0.04135258	0.05075228
47.23199880	0.00546281	-0.03790399	0.03219703	0.03707999
47.23999880	-0.00338756	-0.04986724	0.03677480	0.03534044
47.24799880	0.00634785	-0.03924681	0.00259407	0.03906369
47.25599880	-0.00589007	-0.05627613	-0.00015259	0.02566607
47.26399880	0.01660207	-0.05502487	0.00207526	0.04318369
47.27199880	0.00610370	-0.06872769	-0.01104770	0.03363140
47.27999880	0.01095614	-0.04886013	0.00567644	0.05160680
47.28799880	0.01632740	-0.07477035	-0.00088504	0.03933836
47.29599880	0.02056948	-0.07602160	0.00494400	0.08697775
47.30399880	0.03082369	-0.06378368	0.00418104	0.09219642
47.31199880	0.04068117	-0.04727317	0.00814844	0.09405804
47.31999880	0.04367199	-0.03555406	0.01757866	0.10235910
47.32799880	0.03018280	-0.03405866	0.01992859	0.11316260
47.33599880	0.02945036	-0.03222755	0.02636799	0.14941860
47.34399880	0.03280740	-0.01333659	0.04159673	0.11130100
47.35199880	0.03170873	-0.00283822	0.03094577	0.10623490
47.35999880	0.03280740	-0.01950133	0.03430280	0.11627550
47.36799880	0.02194281	-0.02642903	0.03949095	0.11243020
47.37599880	0.00897244	-0.02603229	0.02758873	0.11154520
47.38399880	0.01721244	-0.00903348	0.03479110	0.08636738
47.39199880	0.01846370	-0.00891141	0.03402814	0.06924650
47.39999880	0.00836207	-0.01754814	0.03936888	0.06155583
47.40799880	-0.00039674	-0.02456740	0.02536088	0.05569628
47.41599880	0.00073244	-0.02554399	0.00827052	0.03869747
47.42399880	0.00335704	-0.02826014	0.00753807	0.02578814
47.43199880	0.00396741	-0.04715110	-0.00744652	0.00494400
47.43999880	0.00848415	-0.08044679	-0.02243111	0.02542192
47.44799880	-0.00451674	-0.07306131	-0.00918607	0.02258370
47.45599880	0.01232948	-0.05490280	-0.01797540	0.02096622
47.46399880	0.01333659	-0.06884976	-0.01907407	0.02642903
47.47199880	0.02221747	-0.05960265	-0.02279733	0.01474044
47.47999880	0.02233955	-0.05590991	-0.02749718	0.03982665
47.48799880	0.02157659	-0.04727317	-0.03604236	0.04254280
47.49599880	0.02508621	-0.03061007	-0.05624561	0.02603229
47.50399880	0.02783288	-0.03762932	-0.05078280	0.02764977
47.51199879	0.03643910	-0.03875851	-0.04348888	0.04751732
47.51999879	0.03143407	-0.02493362	-0.04632710	0.05310221
47.52799879	0.02319407	-0.01086459	-0.03061007	0.03946043
47.53599879	0.03619495	-0.00421155	-0.03122044	0.01712088
47.54399879	0.02981658	-0.00619526	-0.05203406	0.03411970
47.55199879	0.03183081	0.00268563	-0.04782251	0.02529984
47.55999879	0.02221747	0.00442518	-0.03915525	0.00717185
47.56799879	0.01934873	0.01022370	-0.05102695	-0.00213630
47.57599879	0.02856532	-0.00851466	-0.04062014	-0.01168859
47.58399879	0.02145451	-0.00988800	-0.02826014	-0.00671407
47.59199879	0.02133244	-0.02813807	-0.01797540	-0.01116977
47.59999879	0.01821955	-0.02160710	-0.02972503	-0.00039674
47.60799879	0.02246162	-0.01962340	-0.02862636	-0.01428266
47.61599879	0.03369243	-0.03726310	-0.01611377	-0.01303140
47.62399879	0.03018280	-0.02801599	-0.02578814	0.00656148
47.63199879	0.02194281	-0.03530991	-0.01263466	0.01699881
47.63999879	0.02157659	-0.03308206	-0.01513718	0.00234993
47.64799879	0.02682577	-0.04873806	-0.00894192	0.01190222
47.65599879	0.02032533	-0.04666280	-0.02465896	0.01226844
47.66399879	0.01184118	-0.04577776	-0.01376385	0.02804651
47.67199879	0.01333659	-0.04086429	-0.02490310	0.03772088
47.67999879	0.01983703	-0.03543199	-0.04422132	0.04254280
47.68799879	0.02145451	-0.03283792	-0.04992828	0.04589984
47.69599879	0.01208533	-0.02185125	-0.03506577	0.04266488
47.70399879	0.00646992	-0.00988800	-0.03628651	0.05148473
47.71199879	0.01596118	-0.02011170	-0.04608295	0.05795465
47.71999879	0.02044740	-0.02136296	-0.04000977	0.04242073
47.72799879	0.01733451	-0.02987762	-0.04470962	0.04702902
47.73599879	0.02981658	-0.01431318	-0.04062014	0.05954161
47.74399879	0.01583911	-0.02172918	-0.03891110	0.03695792
47.75199879	0.03118992	-0.02371288	-0.01116977	0.04837184
47.75999879	0.04455702	-0.02011170	-0.00497452	0.03610340
47.76799879	0.04092532	-0.02282785	-0.00100711	0.04144414
47.77599879	0.04055910	-0.01458785	0.04718161	0.03274636
47.78399879	0.04843288	-0.02667318	0.05087436	0.01712088
47.79199879	0.05542161	-0.03714103	0.04629658	0.03695792
47.79999879	0.04718161	-0.01815851	0.06833094	0.01586962
47.80799879	0.05529954	-0.03259377	0.06820887	0.01934873
47.81599879	0.05603198	-0.00891141	0.07242043	0.04205450
47.82399879	0.04293954	-0.00704978	0.09213538	0.03784295
47.83199879	0.04342784	0.00430311	0.10080260	0.02691733
47.83999879	0.04367199	0.01492355	0.09225745	0.01660207
47.84799879	0.03567614	0.02551347	0.06176946	0.02044740
47.85599879	0.02044740	0.01293985	0.07132176	0.01886044
47.86399878	0.02920621	0.01156652	0.03811762	0.02084414
47.87199878	0.01608326	0.01947081	0.00158696	0.01538133
47.87999878	0.01272622	0.01046785	0.00976592	0.00433363
47.88799878	0.01147496	0.00552385	-0.00720237	0.00656148
47.89599878	0.01821955	0.00122074	-0.02304148	0.01141392
47.90399878	0.01171911	-0.00421155	-0.03628651	-0.00051881
47.91199878	0.00909452	0.00332652	-0.03530991	-0.02346873
47.91999878	0.01644948	-0.02481155	-0.05996887	-0.00485244
47.92799878	0.02008118	-0.01062044	-0.05822932	-0.00412000
47.93599878	0.02743614	-0.03183081	-0.04733421	-0.02731407
47.94399878	0.02819910	-0.03555406	-0.04272591	-0.00659200
47.95199878	0.02832118	-0.04086429	-0.05066073	-0.00744652
47.95999878	0.03170873	-0.04293954	-0.00595111	-0.00573748
47.96799878	0.02319407	-0.03222755	0.02276681	-0.02545244
47.97599878	0.03045747	-0.03405866	0.00469985	0.00717185
47.98399878	0.02282785	-0.00927763	0.02252266	0.00891141
47.99199878	0.03817866	-0.01739555	0.04269540	-0.01876888
47.99999878	0.01733451	-0.02111881	0.03466903	-0.00335704
48.00799878	0.01696829	-0.00506607	0.03973510	0.01165807
48.01599878	0.01846370	-0.01406903	0.06302072	0.00271615
48.02399878	0.01809748	0.01220740	0.06164739	-0.00708029
48.03199878	0.02533036	0.00430311	0.03231910	0.00012207
48.03999878	0.01596118	0.02230903	0.03204443	-0.00137333
48.04799878	0.02270577	0.03118992	0.02636799	-0.00720237
48.05599878	0.01858577	0.03439436	-0.01635792	-0.01825007
48.06399878	0.03057955	0.03747673	-0.03109836	-0.02435377
48.07199878	0.03143407	0.03540147	-0.03048799	-0.02621540
48.07999878	0.03430280	0.02316355	-0.04693747	-0.01812799
48.08799878	0.05017243	0.02304148	-0.05945006	-0.03378399
48.09599878	0.04354991	0.02883999	-0.08099613	-0.04220710
48.10399878	0.05578784	0.01910459	-0.07135227	-0.04333628
48.11199878	0.05203406	0.01245155	-0.08941923	-0.04779199
48.11999878	0.05154576	0.00924711	-0.10318310	-0.04184088
48.12799878	0.06204413	0.00170904	-0.08532976	-0.04071169
48.13599878	0.05429243	0.00985748	-0.08322398	-0.03500473
48.14399878	0.05178991	-0.01901303	-0.05859554	-0.04245125
48.15199878	0.05777154	-0.00668355	-0.03024384	-0.01776177
48.15999878	0.05578784	0.00540178	-0.02490310	-0.03439436
48.16799878	0.05053865	0.01687673	-0.00881985	-0.01516770
48.17599878	0.04541154	0.01046785	-0.00521867	-0.01739555
48.18399878	0.04379406	0.00552385	0.01596118	-0.01391644
48.19199878	0.04455702	0.02133244	0.02414014	-0.00424207
48.19999878	0.04968413	0.00888089	0.01770074	-0.02420118
48.20799878	0.04556413	0.00109867	0.02996918	-0.00558489
48.21599877	0.05215613	0.00540178	0.03775140	-0.01614429
48.22399877	0.06491287	-0.00396741	0.02548296	-0.02545244
48.23199877	0.06802576	0.00824000	0.01287881	-0.03241066
48.23999877	0.05703909	-0.00766015	-0.00619526	-0.03524888
48.24799877	0.06964324	-0.02444533	-0.03668325	-0.02929777
48.25599877	0.08948027	-0.02554399	-0.05560473	-0.03897214
48.26399877	0.07974487	-0.03665273	-0.06353953	-0.06292917
48.27199877	0.10135200	-0.04898221	-0.06961272	-0.06567583
48.27999877	0.10684530	-0.06973480	-0.09897152	-0.06143376
48.28799877	0.11832030	-0.06503494	-0.09897152	-0.06903287
48.29599877	0.11682490	-0.05862606	-0.10440380	-0.08392590
48.30399877	0.11120950	-0.07614368	-0.11346780	-0.05798517
48.31199877	0.13257240	-0.07403790	-0.11084320	-0.04742576
48.31999877	0.14578690	-0.07724234	-0.10614340	-0.06543168
48.32799877	0.15079200	-0.06268502	-0.08658101	-0.05548265
48.33599877	0.13943910	-0.04626606	-0.06256294	-0.03924681
48.34399877	0.14929660	-0.04950102	-0.04867702	-0.03488266
48.35199877	0.17252110	-0.03097629	-0.01016266	-0.03811762
48.35999877	0.15628530	-0.02529984	-0.04089480	-0.03848384
48.36799877	0.14630570	-0.02307199	-0.00830104	-0.01715140
48.37599877	0.15329450	-0.02566607	0.01522874	-0.01974548
48.38399877	0.17001860	-0.03494369	0.00976592	-0.02658162
48.39199877	0.18237860	-0.02554399	0.01312296	-0.03128147
48.39999877	0.15765860	-0.04910428	0.00790429	-0.04544206
48.40799877	0.15604110	-0.06021302	0.00656148	-0.03476058
48.41599877	0.17062900	-0.06872769	-0.00051881	-0.03277688
48.42399877	0.17487110	-0.05121006	-0.02182074	-0.06555375
48.43199877	0.17664110	-0.07565539	-0.02404859	-0.05771050
48.43999877	0.16278570	-0.07971434	-0.06863613	-0.05264443
48.44799877	0.18649860	-0.09784234	-0.06057924	-0.05240028
48.45599877	0.20609150	-0.09613331	-0.05710013	-0.06964324
48.46399877	0.18674280	-0.07306131	-0.08139286	-0.06939909
48.47199877	0.20059820	-0.08575701	-0.09091464	-0.05883969
48.47999877	0.20184940	-0.07983642	-0.09549242	-0.04855495
48.48799877	0.23828850	-0.06811731	-0.09833064	-0.07174902
48.49599877	0.21594900	-0.05874813	-0.09277627	-0.06183050
48.50399877	0.21481980	-0.04589984	-0.10306100	-0.05572680
48.51199877	0.23731190	-0.07354961	-0.08706931	-0.04892117
48.51999877	0.24503310	-0.03936888	-0.08175909	-0.04803614
48.52799877	0.25028230	-0.04232917	-0.08163701	-0.05227821
48.53599877	0.22806480	-0.02740562	-0.05349895	-0.03650014
48.54399877	0.23505360	-0.03961302	-0.04831080	-0.04431288
48.55199877	0.25391400	-0.04702902	-0.04559465	-0.04803614
48.55999877	0.23780020	-0.04480117	-0.04409925	-0.05114902
48.56799876	0.24228640	-0.05502487	-0.03927732	-0.04431288
48.57599876	0.22431100	-0.07071139	-0.03085421	-0.04977569
48.58399876	0.25540940	-0.07983642	-0.03704947	-0.04879910
48.59199876	0.23294780	-0.07687613	-0.03012177	-0.04269540
48.59999876	0.23020110	-0.06341746	-0.03024384	-0.04184088
48.60799876	0.23044530	-0.08737449	-0.04422132	-0.04083376
48.61599876	0.22943820	-0.07959227	-0.04422132	-0.05386517
48.62399876	0.23142190	-0.10351880	-0.04757836	-0.05945006
48.63199876	0.21219520	-0.08774071	-0.06936857	-0.05078280
48.63999876	0.21481980	-0.09402753	-0.08572649	-0.05413984
48.64799876	0.21509440	-0.08685568	-0.08508560	-0.05758843
48.65599876	0.19336530	-0.09524827	-0.09573656	-0.06741539
48.66399876	0.17725150	-0.09820856	-0.11172830	-0.06357005
48.67199876	0.16638690	-0.10303050	-0.12582780	-0.07248146
48.67999876	0.18475910	-0.10550250	-0.12829980	-0.08749656
48.68799876	0.18549150	-0.13782160	-0.12521740	-0.08279672
48.69599876	0.17563400	-0.10907320	-0.13724170	-0.06915494
48.70399876	0.15616320	-0.11276590	-0.12335580	-0.06717124
48.71199876	0.19449450	-0.08377331	-0.11468860	-0.06021302
48.71999876	0.18924530	-0.08401746	-0.11691640	-0.05786309
48.72799876	0.19211400	-0.06762902	-0.09686575	-0.05536058
48.73599876	0.19260230	-0.06170843	-0.09921567	-0.06292917
48.74399876	0.19635610	-0.06256294	-0.09585864	-0.05771050
48.75199876	0.23679310	-0.06503494	-0.07220680	-0.05896176
48.75999876	0.23844110	-0.06305124	-0.08706931	-0.05426191
48.76799876	0.22095400	-0.05059969	-0.05896176	-0.03253273
48.77599876	0.24042480	-0.03863643	-0.08557390	-0.02966399
48.78399876	0.25916320	-0.03518784	-0.07754754	-0.03613392
48.79199876	0.24527730	-0.02371288	-0.06836146	-0.06579791
48.79999876	0.24091310	-0.04342784	-0.08633687	-0.04071169
48.80799876	0.23929560	-0.05246132	-0.09463790	-0.05337687
48.81599876	0.25327310	-0.06552324	-0.07443465	-0.03848384
48.82399876	0.25702690	-0.03851436	-0.11456650	-0.05908383
48.83199876	0.25003810	-0.04098636	-0.10727260	-0.02310251
48.83999876	0.24542990	-0.02011170	-0.10925630	-0.02221747
48.84799876	0.25379190	-0.00607318	-0.09820856	-0.03524888
48.85599876	0.25241860	0.00073244	-0.11084320	-0.04495376
48.86399876	0.23654900	0.02600177	-0.12497330	-0.05648976
48.87199876	0.25351730	0.01245155	-0.11951050	-0.05475020
48.87999876	0.24692530	0.01058992	-0.12768950	-0.06305124
48.88799876	0.26975310	0.02169866	-0.13946960	-0.04297006
48.89599876	0.24091310	0.01171911	-0.13736380	-0.05661184
48.90399876	0.24365980	0.03415021	-0.12472910	-0.05090487
48.91199876	0.22818690	0.00888089	-0.14368110	-0.05624561
48.91999876	0.23355810	0.00738548	-0.13425090	-0.07895138
48.92799875	0.24341560	-0.01013215	-0.14279610	-0.09595019
48.93599875	0.22180850	-0.02011170	-0.14813680	-0.09012116
48.94399875	0.21619310	-0.06552324	-0.16000850	-0.07348857
48.95199875	0.22830900	-0.04504532	-0.14465770	-0.06418043
48.95999875	0.21533860	-0.05307169	-0.15073090	-0.05673391
48.96799875	0.21732230	-0.06714072	-0.14368110	-0.04281747
48.97599875	0.19223610	-0.06836146	-0.14490190	-0.05600147
48.98399875	0.21109650	-0.06033509	-0.13165690	-0.06244087
48.99199875	0.20609150	-0.04950102	-0.12991730	-0.04815821
48.99999875	0.22705770	-0.05664235	-0.14380320	-0.04443495
49.00799875	0.22730190	-0.06674398	-0.13895080	-0.03103732
49.01599875	0.22705770	-0.05108798	-0.14737390	-0.01055940
49.02399875	0.22992650	-0.05615406	-0.13971370	-0.01962340
49.03199875	0.23593860	-0.01135289	-0.11529890	0.00259407
49.03999875	0.23654900	-0.01458785	-0.11331520	-0.03115940
49.04799875	0.24527730	-0.00790429	-0.11047700	-0.03289896
49.05599875	0.24680320	-0.00222785	-0.13165690	-0.06344798
49.06399875	0.23642690	0.00442518	-0.15482040	-0.03750725
49.07199875	0.24704730	0.01800592	-0.14441360	-0.02545244
49.07999875	0.24503310	-0.00839259	-0.14972380	-0.05957213
49.08799875	0.24317150	-0.00039674	-0.14069030	-0.02819910
49.09599875	0.24292730	0.00628681	-0.13238930	-0.05685598
49.10399875	0.23206270	0.02453688	-0.12509540	-0.07632679
49.11199875	0.25577560	0.03970458	-0.11752680	-0.10327460
49.11999875	0.22806480	0.02417066	-0.15158540	-0.08255257
49.12799875	0.21994690	0.05413984	-0.15195170	-0.06070131
49.13599875	0.22418900	0.06338695	-0.16409800	-0.05560473
49.14399875	0.23505360	0.07031465	-0.15469830	-0.05188147
49.15199875	0.23856320	0.07214576	-0.12594990	-0.04742576
49.15999875	0.19833980	0.05871761	-0.12768950	-0.01577807
49.16799875	0.21082190	0.06820887	-0.11407820	-0.03637806
49.17599875	0.23081150	0.08487198	-0.11828970	-0.07049776
